id,薬価コード,成分名,商品名,薬効分類コード,成分グループ,剤形コード,規格番号,銘柄番号,check_digit,規格,先発後発区分,削除フラグ
11701,2259704G8037,プロカテロール塩酸塩水和物,メプチンキッドエアー５μｇ吸入１００回,2259,704,G,8,3,7,０．０１４３％２．５ｍＬ１キット,先発,False
11702,2259704G9033,プロカテロール塩酸塩水和物,メプチンエアー１０μｇ吸入１００回,2259,704,G,9,3,3,０．０１４３％５ｍＬ１キット,先発,False
11703,2259704Y1020,プロカテロール塩酸塩水和物,メプチンスイングヘラー１０μｇ吸入１００回,2259,704,Y,1,2,0,１ｍｇ１キット,先発,False
11704,2259707S1012,ツロブテロール,ツロブテロール（０．５ｍｇ）貼付剤,2259,707,S,1,1,2,０．５ｍｇ１枚,後発,False
11705,2259707S1020,ツロブテロール,ホクナリンテープ０．５ｍｇ,2259,707,S,1,2,0,０．５ｍｇ１枚,先発,False
11706,2259707S1063,ツロブテロール,ツロブテロールテープ０．５ｍｇ「ＱＱ」,2259,707,S,1,6,3,０．５ｍｇ１枚,後発,False
11707,2259707S1071,ツロブテロール,ツロブテロールテープ０．５ｍｇ「サワイ」,2259,707,S,1,7,1,０．５ｍｇ１枚,後発,False
11708,2259707S1080,ツロブテロール,ツロブテロールテープ０．５ｍｇ「日医工」,2259,707,S,1,8,0,０．５ｍｇ１枚,後発,False
11709,2259707S1110,ツロブテロール,ツロブテロールテープ０．５ｍｇ「ＭＥＤ」,2259,707,S,1,11,0,０．５ｍｇ１枚,後発,False
11710,2259707S1136,ツロブテロール,ツロブテロールテープ０．５ｍｇ「テイコク」,2259,707,S,1,13,6,０．５ｍｇ１枚,後発,False
11711,2259707S1187,ツロブテロール,ツロブテロールテープ０．５ｍｇ「ＹＰ」,2259,707,S,1,18,7,０．５ｍｇ１枚,後発,False
11712,2259707S1195,ツロブテロール,ツロブテロールテープ０．５ｍｇ「タカタ」,2259,707,S,1,19,5,０．５ｍｇ１枚,後発,False
11713,2259707S1209,ツロブテロール,ツロブテロールテープ０．５ｍｇ「トーワ」,2259,707,S,1,20,9,０．５ｍｇ１枚,後発,False
11714,2259707S1217,ツロブテロール,ツロブテロールテープ０．５ｍｇ「久光」,2259,707,S,1,21,7,０．５ｍｇ１枚,後発,False
11715,2259707S2019,ツロブテロール,ツロブテロール（１ｍｇ）貼付剤,2259,707,S,2,1,9,１ｍｇ１枚,後発,False
11716,2259707S2027,ツロブテロール,ホクナリンテープ１ｍｇ,2259,707,S,2,2,7,１ｍｇ１枚,先発,False
11717,2259707S2060,ツロブテロール,ツロブテロールテープ１ｍｇ「ＱＱ」,2259,707,S,2,6,0,１ｍｇ１枚,後発,False
11718,2259707S2078,ツロブテロール,ツロブテロールテープ１ｍｇ「サワイ」,2259,707,S,2,7,8,１ｍｇ１枚,後発,False
11719,2259707S2086,ツロブテロール,ツロブテロールテープ１ｍｇ「日医工」,2259,707,S,2,8,6,１ｍｇ１枚,後発,False
11720,2259707S2116,ツロブテロール,ツロブテロールテープ１ｍｇ「ＭＥＤ」,2259,707,S,2,11,6,１ｍｇ１枚,後発,False
11721,2259707S2124,ツロブテロール,ツロブテロールテープ１「オーハラ」,2259,707,S,2,12,4,１ｍｇ１枚,後発,False
11722,2259707S2132,ツロブテロール,ツロブテロールテープ１ｍｇ「テイコク」,2259,707,S,2,13,2,１ｍｇ１枚,後発,False
11723,2259707S2183,ツロブテロール,ツロブテロールテープ１ｍｇ「ＹＰ」,2259,707,S,2,18,3,１ｍｇ１枚,後発,False
11724,2259707S2191,ツロブテロール,ツロブテロールテープ１ｍｇ「タカタ」,2259,707,S,2,19,1,１ｍｇ１枚,後発,False
11725,2259707S2205,ツロブテロール,ツロブテロールテープ１ｍｇ「トーワ」,2259,707,S,2,20,5,１ｍｇ１枚,後発,False
11726,2259707S2213,ツロブテロール,ツロブテロールテープ１ｍｇ「久光」,2259,707,S,2,21,3,１ｍｇ１枚,後発,False
11727,2259707S3015,ツロブテロール,ツロブテロール（２ｍｇ）貼付剤,2259,707,S,3,1,5,２ｍｇ１枚,後発,False
11728,2259707S3023,ツロブテロール,ホクナリンテープ２ｍｇ,2259,707,S,3,2,3,２ｍｇ１枚,先発,False
11729,2259707S3066,ツロブテロール,ツロブテロールテープ２ｍｇ「ＱＱ」,2259,707,S,3,6,6,２ｍｇ１枚,後発,False
11730,2259707S3074,ツロブテロール,ツロブテロールテープ２ｍｇ「サワイ」,2259,707,S,3,7,4,２ｍｇ１枚,後発,False
11731,2259707S3112,ツロブテロール,ツロブテロールテープ２ｍｇ「ＭＥＤ」,2259,707,S,3,11,2,２ｍｇ１枚,後発,False
11732,2259707S3120,ツロブテロール,ツロブテロールテープ２「オーハラ」,2259,707,S,3,12,0,２ｍｇ１枚,後発,False
11733,2259707S3139,ツロブテロール,ツロブテロールテープ２ｍｇ「テイコク」,2259,707,S,3,13,9,２ｍｇ１枚,後発,False
11734,2259707S3180,ツロブテロール,ツロブテロールテープ２ｍｇ「ＹＰ」,2259,707,S,3,18,0,２ｍｇ１枚,後発,False
11735,2259707S3198,ツロブテロール,ツロブテロールテープ２ｍｇ「タカタ」,2259,707,S,3,19,8,２ｍｇ１枚,後発,False
11736,2259707S3201,ツロブテロール,ツロブテロールテープ２ｍｇ「トーワ」,2259,707,S,3,20,1,２ｍｇ１枚,後発,False
11737,2259707S3210,ツロブテロール,ツロブテロールテープ２ｍｇ「久光」,2259,707,S,3,21,0,２ｍｇ１枚,後発,False
11738,2259708G3025,サルメテロールキシナホ酸塩,セレベント５０ディスカス,2259,708,G,3,2,5,５０μｇ６０ブリスター１キット,先発,False
11739,2259709G1027,チオトロピウム臭化物水和物,スピリーバ吸入用カプセル１８μｇ,2259,709,G,1,2,7,１８μｇ１カプセル,先発,False
11740,2259709G2023,チオトロピウム臭化物水和物,スピリーバ２．５μｇレスピマット６０吸入,2259,709,G,2,2,3,１５０μｇ１キット,先発,False
11741,2259709G3020,チオトロピウム臭化物水和物,スピリーバ１．２５μｇレスピマット６０吸入,2259,709,G,3,2,0,７５μｇ１キット,先発,False
11742,2259710G1020,インダカテロールマレイン酸塩,オンブレス吸入用カプセル１５０μｇ,2259,710,G,1,2,0,１５０μｇ１カプセル,先発,False
11743,2259711G1024,ホルモテロールフマル酸塩水和物,オーキシス９μｇタービュヘイラー２８吸入,2259,711,G,1,2,4,２５２μｇ１キット（９μｇ）,先発,False
11744,2259711G2020,ホルモテロールフマル酸塩水和物,オーキシス９μｇタービュヘイラー６０吸入,2259,711,G,2,2,0,５４０μｇ１キット（９μｇ）,先発,False
11745,2259712G1029,グリコピロニウム臭化物,シーブリ吸入用カプセル５０μｇ,2259,712,G,1,2,9,５０μｇ１カプセル,先発,False
11746,2259713G1023,アクリジニウム臭化物,エクリラ４００μｇジェヌエア３０吸入用,2259,713,G,1,2,3,３０吸入１キット,先発,False
11747,2259713G2020,アクリジニウム臭化物,エクリラ４００μｇジェヌエア６０吸入用,2259,713,G,2,2,0,６０吸入１キット,先発,False
11748,2259714G1028,ウメクリジニウム臭化物,エンクラッセ６２．５μｇエリプタ７吸入用,2259,714,G,1,2,8,７吸入１キット,先発,False
11749,2259714G2024,ウメクリジニウム臭化物,エンクラッセ６２．５μｇエリプタ３０吸入用,2259,714,G,2,2,4,３０吸入１キット,先発,False
11750,2259800J1030,ｄｌ－メチルエフェドリン塩酸塩・ジプロフィリン,アニスーマ坐剤,2259,800,J,1,3,0,１個,その他,False
11751,2259801X1037,チロキサポール,アレベール吸入用溶解液０．１２５％,2259,801,X,1,3,7,０．１２５％１ｍＬ,その他,False
11752,2259805G1027,インダカテロールマレイン酸塩・グリコピロニウム臭化物,ウルティブロ吸入用カプセル,2259,805,G,1,2,7,１カプセル,先発,False
11753,2259806G1021,ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,アノーロエリプタ７吸入用,2259,806,G,1,2,1,７吸入１キット,先発,False
11754,2259806G2028,ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,アノーロエリプタ３０吸入用,2259,806,G,2,2,8,３０吸入１キット,先発,False
11755,2259807G1026,チオトロピウム臭化物水和物・オロダテロール塩酸塩,スピオルトレスピマット２８吸入,2259,807,G,1,2,6,２８吸入１キット,先発,False
11756,2259807G2022,チオトロピウム臭化物水和物・オロダテロール塩酸塩,スピオルトレスピマット６０吸入,2259,807,G,2,2,2,６０吸入１キット,先発,False
11757,2259808G1020,グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物,ビベスピエアロスフィア２８吸入,2259,808,G,1,2,0,２８吸入１キット,先発,False
11758,2259808G2027,グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物,ビベスピエアロスフィア１２０吸入,2259,808,G,2,2,7,１２０吸入１キット,先発,False
11759,2260700B1119,アズレンスルホン酸ナトリウム水和物,アズレン含嗽用散０．４％「トーワ」,2260,700,B,1,11,9,０．４％１ｇ,後発,False
11760,2260700C1149,アズレンスルホン酸ナトリウム水和物,アズレン含嗽用顆粒０．４％「ツルハラ」,2260,700,C,1,14,9,０．４％１ｇ,後発,False
11761,2260700F1021,アズレンスルホン酸ナトリウム水和物,アズノールうがい液４％,2260,700,F,1,2,1,４％１ｍＬ,後発,False
11762,2260700F1056,アズレンスルホン酸ナトリウム水和物,アズレイうがい液４％,2260,700,F,1,5,6,４％１ｍＬ,後発,False
11763,2260700F1102,アズレンスルホン酸ナトリウム水和物,アズレンうがい液４％「ケンエー」,2260,700,F,1,10,2,４％１ｍＬ,後発,False
11764,2260700F1137,アズレンスルホン酸ナトリウム水和物,アズレンうがい液４％「ＴＳＵ」,2260,700,F,1,13,7,４％１ｍＬ,後発,False
11765,2260700F1145,アズレンスルホン酸ナトリウム水和物,アズレンうがい液４％「ＴＯＡ」,2260,700,F,1,14,5,４％１ｍＬ,後発,False
11766,2260700F1153,アズレンスルホン酸ナトリウム水和物,アズレンうがい液４％「ニットー」,2260,700,F,1,15,3,４％１ｍＬ,後発,False
11767,2260700F1161,アズレンスルホン酸ナトリウム水和物,アズレンうがい液４％「ＮＩＧ」,2260,700,F,1,16,1,４％１ｍＬ,後発,False
11768,2260700F2036,アズレンスルホン酸ナトリウム水和物,アズレン含嗽液アーズミンうがい液１％,2260,700,F,2,3,6,１％１ｍＬ,後発,False
11769,2260701F1255,ポビドンヨード,ポピヨドンガーグル７％,2260,701,F,1,25,5,７％１ｍＬ,その他,False
11770,2260701F1271,ポビドンヨード,イソジンガーグル液７％,2260,701,F,1,27,1,７％１ｍＬ,その他,False
11771,2260701F1328,ポビドンヨード,ポビドンヨードガーグル液７％「東海」,2260,701,F,1,32,8,７％１ｍＬ,その他,False
11772,2260701F1336,ポビドンヨード,ポビドンヨードガーグル７％「メタル」,2260,701,F,1,33,6,７％１ｍＬ,その他,False
11773,2260701F1344,ポビドンヨード,ポピラールガーグル７％,2260,701,F,1,34,4,７％１ｍＬ,その他,False
11774,2260701F1352,ポビドンヨード,ポビドンヨードガーグル７％「日医工」,2260,701,F,1,35,2,７％１ｍＬ,その他,False
11775,2260701F1409,ポビドンヨード,ポビドンヨードガーグル液７％「明治」,2260,701,F,1,40,9,７％１ｍＬ,その他,False
11776,2260701F1417,ポビドンヨード,ポビドンヨードガーグル液７％「ケンエー」,2260,701,F,1,41,7,７％１ｍＬ,その他,False
11777,2260701F1425,ポビドンヨード,ポビドンヨードガーグル液７％「イワキ」,2260,701,F,1,42,5,７％１ｍＬ,その他,False
11778,2260701F1433,ポビドンヨード,ポビドンヨードガーグル液７％「シオエ」,2260,701,F,1,43,3,７％１ｍＬ,その他,False
11779,2260702F1055,アズレンスルホン酸ナトリウム水和物・炭酸水素ナトリウム,含嗽用ハチアズレ顆粒,2260,702,F,1,5,5,０．１％１ｇ,その他,False
11780,2260702F1071,アズレンスルホン酸ナトリウム水和物・炭酸水素ナトリウム,ＡＺ含嗽用配合顆粒「ニプロ」,2260,702,F,1,7,1,０．１％１ｇ,後発,False
11781,2290700G4025,フルチカゾンプロピオン酸エステル,フルタイド５０ディスカス,2290,700,G,4,2,5,５０μｇ６０ブリスター１個,先発,False
11782,2290700G5021,フルチカゾンプロピオン酸エステル,フルタイド１００ディスカス,2290,700,G,5,2,1,１００μｇ６０ブリスター１個,先発,False
11783,2290700G6028,フルチカゾンプロピオン酸エステル,フルタイド２００ディスカス,2290,700,G,6,2,8,２００μｇ６０ブリスター１個,先発,False
11784,2290700G7032,フルチカゾンプロピオン酸エステル,フルタイド５０μｇエアゾール１２０吸入用,2290,700,G,7,3,2,８．８３ｍｇ１０．６ｇ１瓶,先発,False
11785,2290700G8039,フルチカゾンプロピオン酸エステル,フルタイド１００μｇエアゾール６０吸入用,2290,700,G,8,3,9,１１．６７ｍｇ７．０ｇ１瓶,先発,False
11786,2290701G1039,ブデソニド,パルミコート１００μｇタービュヘイラー１１２吸入,2290,701,G,1,3,9,１１．２ｍｇ１瓶（１００μｇ）,先発,False
11787,2290701G2035,ブデソニド,パルミコート２００μｇタービュヘイラー５６吸入,2290,701,G,2,3,5,１１．２ｍｇ１瓶（２００μｇ）,先発,False
11788,2290701G3031,ブデソニド,パルミコート２００μｇタービュヘイラー１１２吸入,2290,701,G,3,3,1,２２．４ｍｇ１瓶（２００μｇ）,先発,False
11789,2290701G4020,ブデソニド,パルミコート吸入液０．２５ｍｇ,2290,701,G,4,2,0,０．２５ｍｇ２ｍＬ１管,先発,False
11790,2290701G4038,ブデソニド,ブデソニド吸入液０．２５ｍｇ「武田テバ」,2290,701,G,4,3,8,０．２５ｍｇ２ｍＬ１管,後発,False
11791,2290701G5026,ブデソニド,パルミコート吸入液０．５ｍｇ,2290,701,G,5,2,6,０．５ｍｇ２ｍＬ１管,先発,False
11792,2290701G5034,ブデソニド,ブデソニド吸入液０．５ｍｇ「武田テバ」,2290,701,G,5,3,4,０．５ｍｇ２ｍＬ１管,後発,False
11793,2290702G1025,シクレソニド,オルベスコ５０μｇインヘラー１１２吸入用,2290,702,G,1,2,5,５．６ｍｇ６．６ｇ１キット,先発,False
11794,2290702G2021,シクレソニド,オルベスコ１００μｇインヘラー１１２吸入用,2290,702,G,2,2,1,１１．２ｍｇ６．６ｇ１キット,先発,False
11795,2290702G3028,シクレソニド,オルベスコ２００μｇインヘラー５６吸入用,2290,702,G,3,2,8,１１．２ｍｇ３．３ｇ１キット,先発,False
11796,2290702G4024,シクレソニド,オルベスコ１００μｇインヘラー５６吸入用,2290,702,G,4,2,4,５．６ｍｇ３．３ｇ１キット,先発,False
11797,2290703G1020,モメタゾンフランカルボン酸エステル,アズマネックスツイストヘラー１００μｇ６０吸入,2290,703,G,1,2,0,６ｍｇ１キット（１００μｇ）,先発,False
11798,2290703G2026,モメタゾンフランカルボン酸エステル,アズマネックスツイストヘラー２００μｇ６０吸入,2290,703,G,2,2,6,１２ｍｇ１キット（２００μｇ）,先発,False
11799,2290704G1024,ドルナーゼ　アルファ（遺伝子組換え）,プルモザイム吸入液２．５ｍｇ,2290,704,G,1,2,4,２．５ｍｇ２．５ｍＬ１管,先発,False
11800,2290705G1029,フルチカゾンフランカルボン酸エステル,アニュイティ１００μｇエリプタ３０吸入用,2290,705,G,1,2,9,３０吸入１キット,先発,False
11801,2290705G2025,フルチカゾンフランカルボン酸エステル,アニュイティ２００μｇエリプタ３０吸入用,2290,705,G,2,2,5,３０吸入１キット,先発,False
11802,2290706G1023,サルグラモスチム（遺伝子組換え）,サルグマリン吸入用２５０μｇ,2290,706,G,1,2,3,２５０μｇ１瓶,先発,False
11803,2290800G1032,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア１００ディスカス２８吸入用,2290,800,G,1,3,2,２８ブリスター１キット,先発,False
11804,2290800G2039,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア２５０ディスカス２８吸入用,2290,800,G,2,3,9,２８ブリスター１キット,先発,False
11805,2290800G3035,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア５００ディスカス２８吸入用,2290,800,G,3,3,5,２８ブリスター１キット,先発,False
11806,2290800G4031,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア１００ディスカス６０吸入用,2290,800,G,4,3,1,６０ブリスター１キット,先発,False
11807,2290800G5038,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア２５０ディスカス６０吸入用,2290,800,G,5,3,8,６０ブリスター１キット,先発,False
11808,2290800G6034,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア５００ディスカス６０吸入用,2290,800,G,6,3,4,６０ブリスター１キット,先発,False
11809,2290800G7030,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア５０エアゾール１２０吸入用,2290,800,G,7,3,0,１２．０ｇ１瓶,先発,False
11810,2290800G8029,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア１２５エアゾール１２０吸入用,2290,800,G,8,2,9,１２．０ｇ１瓶,先発,False
11811,2290800G9025,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,アドエア２５０エアゾール１２０吸入用,2290,800,G,9,2,5,１２．０ｇ１瓶,先発,False
11812,2290801G1029,ブデソニド・ホルモテロールフマル酸塩水和物,シムビコートタービュヘイラー３０吸入,2290,801,G,1,2,9,３０吸入１キット,先発,False
11813,2290801G1037,ブデソニド・ホルモテロールフマル酸塩水和物,ブデホル吸入粉末剤３０吸入「ＪＧ」,2290,801,G,1,3,7,３０吸入１キット,後発,False
11814,2290801G1045,ブデソニド・ホルモテロールフマル酸塩水和物,ブデホル吸入粉末剤３０吸入「ＭＹＬ」,2290,801,G,1,4,5,３０吸入１キット,後発,False
11815,2290801G1053,ブデソニド・ホルモテロールフマル酸塩水和物,ブデホル吸入粉末剤３０吸入「ニプロ」,2290,801,G,1,5,3,３０吸入１キット,後発,False
11816,2290801G2025,ブデソニド・ホルモテロールフマル酸塩水和物,シムビコートタービュヘイラー６０吸入,2290,801,G,2,2,5,６０吸入１キット,先発,False
11817,2290801G2033,ブデソニド・ホルモテロールフマル酸塩水和物,ブデホル吸入粉末剤６０吸入「ＪＧ」,2290,801,G,2,3,3,６０吸入１キット,後発,False
11818,2290801G2041,ブデソニド・ホルモテロールフマル酸塩水和物,ブデホル吸入粉末剤６０吸入「ＭＹＬ」,2290,801,G,2,4,1,６０吸入１キット,後発,False
11819,2290801G2050,ブデソニド・ホルモテロールフマル酸塩水和物,ブデホル吸入粉末剤６０吸入「ニプロ」,2290,801,G,2,5,0,６０吸入１キット,後発,False
11820,2290802G1023,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物,フルティフォーム５０エアゾール５６吸入用,2290,802,G,1,2,3,５６吸入１瓶,先発,False
11821,2290802G2020,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物,フルティフォーム１２５エアゾール５６吸入用,2290,802,G,2,2,0,５６吸入１瓶,先発,False
11822,2290802G3026,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物,フルティフォーム５０エアゾール１２０吸入用,2290,802,G,3,2,6,１２０吸入１瓶,先発,False
11823,2290802G4022,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物,フルティフォーム１２５エアゾール１２０吸入用,2290,802,G,4,2,2,１２０吸入１瓶,先発,False
11824,2290803G1028,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,レルベア１００エリプタ１４吸入用,2290,803,G,1,2,8,１４吸入１キット,先発,False
11825,2290803G2024,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,レルベア２００エリプタ１４吸入用,2290,803,G,2,2,4,１４吸入１キット,先発,False
11826,2290803G3020,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,レルベア１００エリプタ３０吸入用,2290,803,G,3,2,0,３０吸入１キット,先発,False
11827,2290803G4027,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,レルベア２００エリプタ３０吸入用,2290,803,G,4,2,7,３０吸入１キット,先発,False
11828,2290803G5023,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,小児用レルベア５０エリプタ１４吸入用,2290,803,G,5,2,3,１４吸入１キット,先発,False
11829,2290803G6020,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,小児用レルベア５０エリプタ３０吸入用,2290,803,G,6,2,0,３０吸入１キット,先発,False
11830,2290804G1022,フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,テリルジー１００エリプタ１４吸入用,2290,804,G,1,2,2,１４吸入１キット,先発,False
11831,2290804G2029,フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,テリルジー１００エリプタ３０吸入用,2290,804,G,2,2,9,３０吸入１キット,先発,False
11832,2290804G3025,フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,テリルジー２００エリプタ１４吸入用,2290,804,G,3,2,5,１４吸入１キット,先発,False
11833,2290804G4021,フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,テリルジー２００エリプタ３０吸入用,2290,804,G,4,2,1,３０吸入１キット,先発,False
11834,2290805G1027,ブデソニド・グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物,ビレーズトリエアロスフィア５６吸入,2290,805,G,1,2,7,５６吸入１キット,先発,False
11835,2290805G2023,ブデソニド・グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物,ビレーズトリエアロスフィア１２０吸入,2290,805,G,2,2,3,１２０吸入１キット,先発,False
11836,2290806G1021,インダカテロール酢酸塩・モメタゾンフランカルボン酸エステル,アテキュラ吸入用カプセル低用量,2290,806,G,1,2,1,１カプセル,先発,False
11837,2290806G2028,インダカテロール酢酸塩・モメタゾンフランカルボン酸エステル,アテキュラ吸入用カプセル中用量,2290,806,G,2,2,8,１カプセル,先発,False
11838,2290806G3024,インダカテロール酢酸塩・モメタゾンフランカルボン酸エステル,アテキュラ吸入用カプセル高用量,2290,806,G,3,2,4,１カプセル,先発,False
11839,2290807G1026,インダカテロール酢酸塩・グリコピロニウム臭化物・モメタゾンフランカルボン酸エステル,エナジア吸入用カプセル中用量,2290,807,G,1,2,6,１カプセル,先発,False
11840,2290807G2022,インダカテロール酢酸塩・グリコピロニウム臭化物・モメタゾンフランカルボン酸エステル,エナジア吸入用カプセル高用量,2290,807,G,2,2,2,１カプセル,先発,False
11841,2357700X1019,グリセリン,グリセリン,2357,700,X,1,1,9,１０ｍＬ,その他,False
11842,2357700X1078,グリセリン,グリセリン「ケンエー」,2357,700,X,1,7,8,１０ｍＬ,その他,False
11843,2357700X1094,グリセリン,グリセリン「コザカイ・Ｍ」,2357,700,X,1,9,4,１０ｍＬ,その他,False
11844,2357700X1116,グリセリン,グリセリン　シオエ,2357,700,X,1,11,6,１０ｍＬ,その他,False
11845,2357700X1167,グリセリン,グリセリン「タイセイ」Ｍ,2357,700,X,1,16,7,１０ｍＬ,その他,False
11846,2357700X1191,グリセリン,グリセリン〈ハチ〉,2357,700,X,1,19,1,１０ｍＬ,その他,False
11847,2357700X1213,グリセリン,グリセリン「東海」,2357,700,X,1,21,3,１０ｍＬ,その他,False
11848,2357700X1256,グリセリン,グリセリン「マルイシ」,2357,700,X,1,25,6,１０ｍＬ,その他,False
11849,2357700X1280,グリセリン,グリセリン（山善）,2357,700,X,1,28,0,１０ｍＬ,その他,False
11850,2357700X1299,グリセリン,グリセリン「ヤクハン」,2357,700,X,1,29,9,１０ｍＬ,その他,False
11851,2357700X1353,グリセリン,グリセリン「ニッコー」,2357,700,X,1,35,3,１０ｍＬ,その他,False
11852,2357700X1396,グリセリン,グリセリン「ヨシダ」,2357,700,X,1,39,6,１０ｍＬ,その他,False
11853,2357700X1477,グリセリン,グリセリン「東豊」,2357,700,X,1,47,7,１０ｍＬ,その他,False
11854,2357701K1040,グリセリン,グリセリン浣腸「ヤマゼン」,2357,701,K,1,4,0,５０％１０ｍＬ,その他,False
11855,2357701K1091,グリセリン,グリセリン浣腸液５０％「東豊」,2357,701,K,1,9,1,５０％１０ｍＬ,その他,False
11856,2357701K1121,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,1,12,1,５０％１０ｍＬ,その他,False
11857,2357701K3043,グリセリン,グリセリン浣腸「オヲタ」小児用３０,2357,701,K,3,4,3,５０％３０ｍＬ１個,その他,False
11858,2357701K3051,グリセリン,グリセリン浣腸「ヤマゼン」,2357,701,K,3,5,1,５０％３０ｍＬ１個,その他,False
11859,2357701K3132,グリセリン,グリセリン浣腸液５０％「ムネ」３０ｍＬ,2357,701,K,3,13,2,５０％３０ｍＬ１個,その他,False
11860,2357701K3140,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,3,14,0,５０％３０ｍＬ１個,その他,False
11861,2357701K4112,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,4,11,2,５０％４０ｍＬ１個,その他,False
11862,2357701K5046,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,5,4,6,５０％５０ｍＬ１個,その他,False
11863,2357701K6050,グリセリン,グリセリン浣腸「オヲタ」６０,2357,701,K,6,5,0,５０％６０ｍＬ１個,その他,False
11864,2357701K6077,グリセリン,グリセリン浣腸「ヤマゼン」,2357,701,K,6,7,7,５０％６０ｍＬ１個,その他,False
11865,2357701K6220,グリセリン,グリセリン浣腸液５０％「ムネ」６０ｍＬ,2357,701,K,6,22,0,５０％６０ｍＬ１個,その他,False
11866,2357701K6239,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,6,23,9,５０％６０ｍＬ１個,その他,False
11867,2357701K8045,グリセリン,グリセリン浣腸「オヲタ」１２０,2357,701,K,8,4,5,５０％１２０ｍＬ１個,その他,False
11868,2357701K8061,グリセリン,グリセリン浣腸「ヤマゼン」,2357,701,K,8,6,1,５０％１２０ｍＬ１個,その他,False
11869,2357701K8185,グリセリン,グリセリン浣腸液５０％「ムネ」１２０ｍＬ,2357,701,K,8,18,5,５０％１２０ｍＬ１個,その他,False
11870,2357701K8193,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,8,19,3,５０％１２０ｍＬ１個,その他,False
11871,2357701K9041,グリセリン,グリセリン浣腸「オヲタ」１５０,2357,701,K,9,4,1,５０％１５０ｍＬ１個,その他,False
11872,2357701K9173,グリセリン,グリセリン浣腸液５０％「ムネ」１５０ｍＬ,2357,701,K,9,17,3,５０％１５０ｍＬ１個,その他,False
11873,2357701K9181,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,K,9,18,1,５０％１５０ｍＬ１個,その他,False
11874,2357701Y1043,グリセリン,グリセリン浣腸液５０％「ケンエー」,2357,701,Y,1,4,3,５０％９０ｍＬ１個,その他,False
11875,2359700J1010,ビサコジル,ビサコジル坐剤,2359,700,J,1,1,0,２ｍｇ１個,その他,False
11876,2359700J2017,ビサコジル,ビサコジル坐剤,2359,700,J,2,1,7,１０ｍｇ１個,その他,False
11877,2359700J2106,ビサコジル,テレミンソフト坐薬１０ｍｇ,2359,700,J,2,10,6,１０ｍｇ１個,その他,False
11878,2359701X1018,メチルセルロース,メチルセルロース,2359,701,X,1,1,8,１０ｇ,その他,False
11879,2359800J1035,炭酸水素ナトリウム・無水リン酸二水素ナトリウム,新レシカルボン坐剤,2359,800,J,1,3,5,１個,その他,False
11880,2399700X1019,複方ヨード・グリセリン,複方ヨード・グリセリン,2399,700,X,1,1,9,１０ｍＬ,その他,False
11881,2399700X1060,複方ヨード・グリセリン,複方ヨード・グリセリン「ケンエー」,2399,700,X,1,6,0,１０ｍＬ,その他,False
