id,薬価コード,成分名,商品名,薬効分類コード,成分グループ,剤形コード,規格番号,銘柄番号,check_digit,規格,先発後発区分,削除フラグ
795,1179024F3024,ゾテピン,ロドピン錠１００ｍｇ,1179,24,F,3,2,4,１００ｍｇ１錠,先発,False
796,1179024F3083,ゾテピン,ゾテピン錠１００ｍｇ「タカタ」,1179,24,F,3,8,3,１００ｍｇ１錠,後発,False
797,1179025C1054,エチゾラム,デパス細粒１％,1179,25,C,1,5,4,１％１ｇ,先発,False
798,1179025F1018,エチゾラム,エチゾラム０．５ｍｇ錠,1179,25,F,1,1,8,０．５ｍｇ１錠,後発,False
799,1179025F1026,エチゾラム,デパス錠０．５ｍｇ,1179,25,F,1,2,6,０．５ｍｇ１錠,先発,False
800,1179025F2022,エチゾラム,デパス錠１ｍｇ,1179,25,F,2,2,2,１ｍｇ１錠,先発,False
801,1179025F2170,エチゾラム,エチゾラム錠１ｍｇ「ＥＭＥＣ」,1179,25,F,2,17,0,１ｍｇ１錠,後発,False
802,1179025F2189,エチゾラム,エチゾラム錠１ｍｇ「ＮＰ」,1179,25,F,2,18,9,１ｍｇ１錠,後発,False
803,1179025F2197,エチゾラム,エチゾラム錠１ｍｇ「ＳＷ」,1179,25,F,2,19,7,１ｍｇ１錠,後発,False
804,1179025F2200,エチゾラム,エチゾラム錠１ｍｇ「アメル」,1179,25,F,2,20,0,１ｍｇ１錠,後発,False
805,1179025F2227,エチゾラム,エチゾラム錠１ｍｇ「日医工」,1179,25,F,2,22,7,１ｍｇ１錠,後発,False
806,1179025F2243,エチゾラム,エチゾラム錠１ｍｇ「ＴＣＫ」,1179,25,F,2,24,3,１ｍｇ１錠,後発,False
807,1179025F2251,エチゾラム,エチゾラム錠１ｍｇ「ツルハラ」,1179,25,F,2,25,1,１ｍｇ１錠,後発,False
808,1179025F2260,エチゾラム,エチゾラム錠１ｍｇ「トーワ」,1179,25,F,2,26,0,１ｍｇ１錠,後発,False
809,1179025F2278,エチゾラム,エチゾラム錠１ｍｇ「日新」,1179,25,F,2,27,8,１ｍｇ１錠,後発,False
810,1179025F2286,エチゾラム,エチゾラム錠１ｍｇ「ＪＧ」,1179,25,F,2,28,6,１ｍｇ１錠,後発,False
811,1179025F2294,エチゾラム,エチゾラム錠１ｍｇ「フジナガ」,1179,25,F,2,29,4,１ｍｇ１錠,後発,False
812,1179025F2308,エチゾラム,エチゾラム錠１ｍｇ「クニヒロ」,1179,25,F,2,30,8,１ｍｇ１錠,後発,False
813,1179025F2324,エチゾラム,エチゾラム錠１ｍｇ「ＮＩＧ」,1179,25,F,2,32,4,１ｍｇ１錠,後発,False
814,1179025F3010,エチゾラム,エチゾラム０．２５ｍｇ錠,1179,25,F,3,1,0,０．２５ｍｇ１錠,後発,False
815,1179025F3029,エチゾラム,デパス錠０．２５ｍｇ,1179,25,F,3,2,9,０．２５ｍｇ１錠,先発,False
816,1179026C1016,チミペロン,チミペロン１％細粒,1179,26,C,1,1,6,１％１ｇ,後発,False
817,1179026C1040,チミペロン,トロペロン細粒１％,1179,26,C,1,4,0,１％１ｇ,先発,False
818,1179026F1020,チミペロン,トロペロン錠０．５ｍｇ,1179,26,F,1,2,0,０．５ｍｇ１錠,先発,False
819,1179026F1047,チミペロン,チミペロン錠０．５ｍｇ「アメル」,1179,26,F,1,4,7,０．５ｍｇ１錠,後発,False
820,1179026F2019,チミペロン,チミペロン１ｍｇ錠,1179,26,F,2,1,9,１ｍｇ１錠,後発,False
821,1179026F2027,チミペロン,トロペロン錠１ｍｇ,1179,26,F,2,2,7,１ｍｇ１錠,先発,False
822,1179026F3015,チミペロン,チミペロン３ｍｇ錠,1179,26,F,3,1,5,３ｍｇ１錠,後発,False
823,1179026F3023,チミペロン,トロペロン錠３ｍｇ,1179,26,F,3,2,3,３ｍｇ１錠,先発,False
824,1179027F1025,ドスレピン塩酸塩,プロチアデン錠２５,1179,27,F,1,2,5,２５ｍｇ１錠,先発,False
825,1179028C1090,ブロムペリドール,ブロムペリドール細粒１％「アメル」,1179,28,C,1,9,0,１％１ｇ,後発,False
826,1179028C1104,ブロムペリドール,ブロムペリドール細粒１％「サワイ」,1179,28,C,1,10,4,１％１ｇ,後発,False
827,1179028F1011,ブロムペリドール,ブロムペリドール１ｍｇ錠,1179,28,F,1,1,1,１ｍｇ１錠,後発,False
828,1179028F2131,ブロムペリドール,ブロムペリドール錠３ｍｇ「アメル」,1179,28,F,2,13,1,３ｍｇ１錠,後発,False
829,1179028F2140,ブロムペリドール,ブロムペリドール錠３ｍｇ「サワイ」,1179,28,F,2,14,0,３ｍｇ１錠,後発,False
830,1179028F3065,ブロムペリドール,ブロムペリドール錠６ｍｇ「アメル」,1179,28,F,3,6,5,６ｍｇ１錠,後発,False
831,1179028F3073,ブロムペリドール,ブロムペリドール錠６ｍｇ「サワイ」,1179,28,F,3,7,3,６ｍｇ１錠,後発,False
832,1179030D1050,クロカプラミン塩酸塩水和物,クロフェクトン顆粒１０％,1179,30,D,1,5,0,１０％１ｇ,先発,False
833,1179030F1035,クロカプラミン塩酸塩水和物,クロフェクトン錠１０ｍｇ,1179,30,F,1,3,5,１０ｍｇ１錠,先発,False
834,1179030F2066,クロカプラミン塩酸塩水和物,クロフェクトン錠２５ｍｇ,1179,30,F,2,6,6,２５ｍｇ１錠,先発,False
835,1179030F3020,クロカプラミン塩酸塩水和物,クロフェクトン錠５０ｍｇ,1179,30,F,3,2,0,５０ｍｇ１錠,先発,False
836,1179032C1046,スルトプリド塩酸塩,バルネチール細粒５０％,1179,32,C,1,4,6,５０％１ｇ,先発,False
837,1179032F1026,スルトプリド塩酸塩,バルネチール錠５０,1179,32,F,1,2,6,５０ｍｇ１錠,先発,False
838,1179032F2022,スルトプリド塩酸塩,バルネチール錠１００,1179,32,F,2,2,2,１００ｍｇ１錠,先発,False
839,1179032F3029,スルトプリド塩酸塩,バルネチール錠２００,1179,32,F,3,2,9,２００ｍｇ１錠,先発,False
840,1179033F1020,ミアンセリン塩酸塩,テトラミド錠１０ｍｇ,1179,33,F,1,2,0,１０ｍｇ１錠,先発,False
841,1179033F2027,ミアンセリン塩酸塩,テトラミド錠３０ｍｇ,1179,33,F,2,2,7,３０ｍｇ１錠,先発,False
842,1179034F1017,セチプチリンマレイン酸塩,セチプチリンマレイン酸塩１ｍｇ錠,1179,34,F,1,1,7,１ｍｇ１錠,後発,False
843,1179034F1050,セチプチリンマレイン酸塩,テシプール錠１ｍｇ,1179,34,F,1,5,0,１ｍｇ１錠,先発,False
844,1179035D1029,モサプラミン塩酸塩,クレミン顆粒１０％,1179,35,D,1,2,9,１０％１ｇ,先発,False
845,1179035F1020,モサプラミン塩酸塩,クレミン錠１０ｍｇ,1179,35,F,1,2,0,１０ｍｇ１錠,先発,False
846,1179035F3022,モサプラミン塩酸塩,クレミン錠２５ｍｇ,1179,35,F,3,2,2,２５ｍｇ１錠,先発,False
847,1179035F4029,モサプラミン塩酸塩,クレミン錠５０ｍｇ,1179,35,F,4,2,9,５０ｍｇ１錠,先発,False
848,1179036F1024,ネモナプリド,エミレース錠３ｍｇ,1179,36,F,1,2,4,３ｍｇ１錠,先発,False
849,1179036F2020,ネモナプリド,エミレース錠１０ｍｇ,1179,36,F,2,2,0,１０ｍｇ１錠,先発,False
850,1179037F1010,トラゾドン塩酸塩,トラゾドン塩酸塩２５ｍｇ錠,1179,37,F,1,1,0,２５ｍｇ１錠,後発,False
851,1179037F1029,トラゾドン塩酸塩,レスリン錠２５,1179,37,F,1,2,9,２５ｍｇ１錠,先発,False
852,1179037F1037,トラゾドン塩酸塩,デジレル錠２５,1179,37,F,1,3,7,２５ｍｇ１錠,先発,False
853,1179037F2017,トラゾドン塩酸塩,トラゾドン塩酸塩５０ｍｇ錠,1179,37,F,2,1,7,５０ｍｇ１錠,後発,False
854,1179037F2025,トラゾドン塩酸塩,レスリン錠５０,1179,37,F,2,2,5,５０ｍｇ１錠,先発,False
855,1179037F2033,トラゾドン塩酸塩,デジレル錠５０,1179,37,F,2,3,3,５０ｍｇ１錠,先発,False
856,1179038C1019,リスペリドン,リスペリドン１％細粒,1179,38,C,1,1,9,１％１ｇ,後発,False
857,1179038C1027,リスペリドン,リスパダール細粒１％,1179,38,C,1,2,7,１％１ｇ,先発,False
858,1179038C1051,リスペリドン,リスペリドン細粒１％「ＮＰ」,1179,38,C,1,5,1,１％１ｇ,後発,False
859,1179038C1094,リスペリドン,リスペリドン細粒１％「サワイ」,1179,38,C,1,9,4,１％１ｇ,後発,False
860,1179038C1124,リスペリドン,リスペリドン細粒１％「日医工」,1179,38,C,1,12,4,１％１ｇ,後発,False
861,1179038C1140,リスペリドン,リスペリドン細粒１％「ヨシトミ」,1179,38,C,1,14,0,１％１ｇ,後発,False
862,1179038F1015,リスペリドン,リスペリドン１ｍｇ錠,1179,38,F,1,1,5,１ｍｇ１錠,後発,False
863,1179038F1023,リスペリドン,リスパダール錠１ｍｇ,1179,38,F,1,2,3,１ｍｇ１錠,先発,False
864,1179038F2011,リスペリドン,リスペリドン２ｍｇ錠,1179,38,F,2,1,1,２ｍｇ１錠,後発,False
865,1179038F2020,リスペリドン,リスパダール錠２ｍｇ,1179,38,F,2,2,0,２ｍｇ１錠,先発,False
866,1179038F2097,リスペリドン,リスペリドン錠２ｍｇ「サワイ」,1179,38,F,2,9,7,２ｍｇ１錠,後発,False
867,1179038F2151,リスペリドン,リスペリドン錠２ｍｇ「ヨシトミ」,1179,38,F,2,15,1,２ｍｇ１錠,後発,False
868,1179038F3018,リスペリドン,リスペリドン３ｍｇ錠,1179,38,F,3,1,8,３ｍｇ１錠,後発,False
869,1179038F3026,リスペリドン,リスパダール錠３ｍｇ,1179,38,F,3,2,6,３ｍｇ１錠,先発,False
870,1179038F3069,リスペリドン,リスペリドン錠３ｍｇ「ＮＰ」,1179,38,F,3,6,9,３ｍｇ１錠,後発,False
871,1179038F3085,リスペリドン,リスペリドン錠３ｍｇ「サワイ」,1179,38,F,3,8,5,３ｍｇ１錠,後発,False
872,1179038F3115,リスペリドン,リスペリドン錠３ｍｇ「ヨシトミ」,1179,38,F,3,11,5,３ｍｇ１錠,後発,False
873,1179038F3123,リスペリドン,リスペリドン錠３ｍｇ「トーワ」,1179,38,F,3,12,3,３ｍｇ１錠,後発,False
874,1179038F4014,リスペリドン,リスペリドン０．５ｍｇ錠,1179,38,F,4,1,4,０．５ｍｇ１錠,後発,False
875,1179038F5010,リスペリドン,リスペリドン１ｍｇ口腔内崩壊錠,1179,38,F,5,1,0,１ｍｇ１錠,後発,False
876,1179038F5029,リスペリドン,リスパダールＯＤ錠１ｍｇ,1179,38,F,5,2,9,１ｍｇ１錠,先発,False
877,1179038F6017,リスペリドン,リスペリドン２ｍｇ口腔内崩壊錠,1179,38,F,6,1,7,２ｍｇ１錠,後発,False
878,1179038F6025,リスペリドン,リスパダールＯＤ錠２ｍｇ,1179,38,F,6,2,5,２ｍｇ１錠,先発,False
879,1179038F6033,リスペリドン,リスペリドンＯＤ錠２ｍｇ「サワイ」,1179,38,F,6,3,3,２ｍｇ１錠,後発,False
880,1179038F6076,リスペリドン,リスペリドンＯＤ錠２ｍｇ「ヨシトミ」,1179,38,F,6,7,6,２ｍｇ１錠,後発,False
881,1179038F7013,リスペリドン,リスペリドン０．５ｍｇ口腔内崩壊錠,1179,38,F,7,1,3,０．５ｍｇ１錠,後発,False
882,1179038F7021,リスペリドン,リスパダールＯＤ錠０．５ｍｇ,1179,38,F,7,2,1,０．５ｍｇ１錠,先発,False
883,1179038F8010,リスペリドン,リスペリドン３ｍｇ口腔内崩壊錠,1179,38,F,8,1,0,３ｍｇ１錠,後発,False
884,1179038F8036,リスペリドン,リスペリドンＯＤ錠３ｍｇ「サワイ」,1179,38,F,8,3,6,３ｍｇ１錠,後発,False
885,1179038F8044,リスペリドン,リスペリドンＯＤ錠３ｍｇ「トーワ」,1179,38,F,8,4,4,３ｍｇ１錠,後発,False
886,1179038F8060,リスペリドン,リスペリドンＯＤ錠３ｍｇ「ヨシトミ」,1179,38,F,8,6,0,３ｍｇ１錠,後発,False
887,1179038S1013,リスペリドン,リスペリドン０．１％液,1179,38,S,1,1,3,０．１％１ｍＬ,後発,False
888,1179038S1021,リスペリドン,リスパダール内用液１ｍｇ／ｍＬ,1179,38,S,1,2,1,０．１％１ｍＬ,先発,False
889,1179038S1030,リスペリドン,リスペリドン内用液１ｍｇ／ｍＬ「アメル」,1179,38,S,1,3,0,０．１％１ｍＬ,後発,False
890,1179038S1056,リスペリドン,リスペリドン内用液１ｍｇ／ｍＬ「ヨシトミ」,1179,38,S,1,5,6,０．１％１ｍＬ,後発,False
891,1179038S1072,リスペリドン,リスペリドン内用液１ｍｇ／ｍＬ「トーワ」,1179,38,S,1,7,2,０．１％１ｍＬ,後発,False
892,1179038S2044,リスペリドン,リスペリドン内用液分包０．５ｍｇ「アメル」,1179,38,S,2,4,4,０．１％０．５ｍＬ１包,後発,False
893,1179038S2052,リスペリドン,リスペリドン内用液分包０．５ｍｇ「日医工」,1179,38,S,2,5,2,０．１％０．５ｍＬ１包,後発,False
894,1179038S3024,リスペリドン,リスペリドン内用液分包１ｍｇ「アメル」,1179,38,S,3,2,4,０．１％１ｍＬ１包,後発,False
895,1179038S3059,リスペリドン,リスペリドン内用液分包１ｍｇ「日医工」,1179,38,S,3,5,9,０．１％１ｍＬ１包,後発,False
896,1179038S4047,リスペリドン,リスペリドン内用液分包２ｍｇ「アメル」,1179,38,S,4,4,7,０．１％２ｍＬ１包,後発,False
897,1179038S4055,リスペリドン,リスペリドン内用液分包２ｍｇ「日医工」,1179,38,S,4,5,5,０．１％２ｍＬ１包,後発,False
898,1179038S5027,リスペリドン,リスペリドン内用液分包３ｍｇ「アメル」,1179,38,S,5,2,7,０．１％３ｍＬ１包,後発,False
899,1179038S5043,リスペリドン,リスペリドン内用液分包３ｍｇ「日医工」,1179,38,S,5,4,3,０．１％３ｍＬ１包,後発,False
900,1179039F1010,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩２５ｍｇ錠,1179,39,F,1,1,0,２５ｍｇ１錠,後発,False
901,1179039F1028,フルボキサミンマレイン酸塩,デプロメール錠２５,1179,39,F,1,2,8,２５ｍｇ１錠,先発,False
902,1179039F1036,フルボキサミンマレイン酸塩,ルボックス錠２５,1179,39,F,1,3,6,２５ｍｇ１錠,先発,False
903,1179039F2016,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩５０ｍｇ錠,1179,39,F,2,1,6,５０ｍｇ１錠,後発,False
904,1179039F2024,フルボキサミンマレイン酸塩,デプロメール錠５０,1179,39,F,2,2,4,５０ｍｇ１錠,先発,False
905,1179039F2032,フルボキサミンマレイン酸塩,ルボックス錠５０,1179,39,F,2,3,2,５０ｍｇ１錠,先発,False
906,1179039F3012,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩７５ｍｇ錠,1179,39,F,3,1,2,７５ｍｇ１錠,後発,False
907,1179039F3020,フルボキサミンマレイン酸塩,デプロメール錠７５,1179,39,F,3,2,0,７５ｍｇ１錠,先発,False
908,1179039F3039,フルボキサミンマレイン酸塩,ルボックス錠７５,1179,39,F,3,3,9,７５ｍｇ１錠,先発,False
909,1179040F1012,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩１５ｍｇ錠,1179,40,F,1,1,2,１５ｍｇ１錠,後発,False
910,1179040F1136,ミルナシプラン塩酸塩,トレドミン錠１５ｍｇ,1179,40,F,1,13,6,１５ｍｇ１錠,先発,False
911,1179040F2019,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩２５ｍｇ錠,1179,40,F,2,1,9,２５ｍｇ１錠,後発,False
912,1179040F2086,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「アメル」,1179,40,F,2,8,6,２５ｍｇ１錠,後発,False
913,1179040F2094,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「サワイ」,1179,40,F,2,9,4,２５ｍｇ１錠,後発,False
914,1179040F2132,ミルナシプラン塩酸塩,トレドミン錠２５ｍｇ,1179,40,F,2,13,2,２５ｍｇ１錠,先発,False
915,1179040F3015,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩１２．５ｍｇ錠,1179,40,F,3,1,5,１２．５ｍｇ１錠,後発,False
916,1179040F3023,ミルナシプラン塩酸塩,トレドミン錠１２．５ｍｇ,1179,40,F,3,2,3,１２．５ｍｇ１錠,先発,False
917,1179040F4011,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩５０ｍｇ錠,1179,40,F,4,1,1,５０ｍｇ１錠,後発,False
918,1179040F4020,ミルナシプラン塩酸塩,トレドミン錠５０ｍｇ,1179,40,F,4,2,0,５０ｍｇ１錠,先発,False
919,1179041F1017,パロキセチン塩酸塩水和物,パロキセチン塩酸塩１０ｍｇ錠,1179,41,F,1,1,7,１０ｍｇ１錠,後発,False
920,1179041F1025,パロキセチン塩酸塩水和物,パキシル錠１０ｍｇ,1179,41,F,1,2,5,１０ｍｇ１錠,先発,False
921,1179041F1033,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＡＡ」,1179,41,F,1,3,3,１０ｍｇ１錠,後発,False
922,1179041F1041,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＤＫ」,1179,41,F,1,4,1,１０ｍｇ１錠,後発,False
923,1179041F1050,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＤＳＥＰ」,1179,41,F,1,5,0,１０ｍｇ１錠,後発,False
924,1179041F1149,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＴＣＫ」,1179,41,F,1,14,9,１０ｍｇ１錠,後発,False
925,1179041F1181,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「オーハラ」,1179,41,F,1,18,1,１０ｍｇ１錠,後発,False
926,1179041F1190,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「科研」,1179,41,F,1,19,0,１０ｍｇ１錠,後発,False
927,1179041F1203,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ケミファ」,1179,41,F,1,20,3,１０ｍｇ１錠,後発,False
928,1179041F1211,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「サワイ」,1179,41,F,1,21,1,１０ｍｇ１錠,後発,False
929,1179041F1220,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「サンド」,1179,41,F,1,22,0,１０ｍｇ１錠,後発,False
930,1179041F1238,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「タカタ」,1179,41,F,1,23,8,１０ｍｇ１錠,後発,False
931,1179041F1246,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「タナベ」,1179,41,F,1,24,6,１０ｍｇ１錠,後発,False
932,1179041F1254,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「トーワ」,1179,41,F,1,25,4,１０ｍｇ１錠,後発,False
933,1179041F1300,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「明治」,1179,41,F,1,30,0,１０ｍｇ１錠,後発,False
934,1179041F1327,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「テバ」,1179,41,F,1,32,7,１０ｍｇ１錠,後発,False
935,1179041F1360,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＳＰＫＫ」,1179,41,F,1,36,0,１０ｍｇ１錠,後発,False
936,1179041F1378,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＶＴＲＳ」,1179,41,F,1,37,8,１０ｍｇ１錠,後発,False
937,1179041F1386,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ニプロ」,1179,41,F,1,38,6,１０ｍｇ１錠,後発,False
938,1179041F1394,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＮＩＧ」,1179,41,F,1,39,4,１０ｍｇ１錠,後発,False
939,1179041F2013,パロキセチン塩酸塩水和物,パロキセチン塩酸塩２０ｍｇ錠,1179,41,F,2,1,3,２０ｍｇ１錠,後発,False
940,1179041F2021,パロキセチン塩酸塩水和物,パキシル錠２０ｍｇ,1179,41,F,2,2,1,２０ｍｇ１錠,先発,False
941,1179041F2030,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＡＡ」,1179,41,F,2,3,0,２０ｍｇ１錠,後発,False
942,1179041F2048,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＤＫ」,1179,41,F,2,4,8,２０ｍｇ１錠,後発,False
943,1179041F2056,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＤＳＥＰ」,1179,41,F,2,5,6,２０ｍｇ１錠,後発,False
944,1179041F2099,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＪＧ」,1179,41,F,2,9,9,２０ｍｇ１錠,後発,False
945,1179041F2145,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＴＣＫ」,1179,41,F,2,14,5,２０ｍｇ１錠,後発,False
946,1179041F2188,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「オーハラ」,1179,41,F,2,18,8,２０ｍｇ１錠,後発,False
947,1179041F2196,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「科研」,1179,41,F,2,19,6,２０ｍｇ１錠,後発,False
948,1179041F2200,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ケミファ」,1179,41,F,2,20,0,２０ｍｇ１錠,後発,False
949,1179041F2218,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「サワイ」,1179,41,F,2,21,8,２０ｍｇ１錠,後発,False
950,1179041F2226,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「サンド」,1179,41,F,2,22,6,２０ｍｇ１錠,後発,False
951,1179041F2234,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「タカタ」,1179,41,F,2,23,4,２０ｍｇ１錠,後発,False
952,1179041F2242,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「タナベ」,1179,41,F,2,24,2,２０ｍｇ１錠,後発,False
953,1179041F2250,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「トーワ」,1179,41,F,2,25,0,２０ｍｇ１錠,後発,False
954,1179041F2307,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「明治」,1179,41,F,2,30,7,２０ｍｇ１錠,後発,False
955,1179041F2323,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「テバ」,1179,41,F,2,32,3,２０ｍｇ１錠,後発,False
956,1179041F2374,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＶＴＲＳ」,1179,41,F,2,37,4,２０ｍｇ１錠,後発,False
957,1179041F2382,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ニプロ」,1179,41,F,2,38,2,２０ｍｇ１錠,後発,False
958,1179041F2390,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＮＩＧ」,1179,41,F,2,39,0,２０ｍｇ１錠,後発,False
959,1179041F3010,パロキセチン塩酸塩水和物,パロキセチン塩酸塩５ｍｇ錠,1179,41,F,3,1,0,５ｍｇ１錠,後発,False
960,1179041F3028,パロキセチン塩酸塩水和物,パキシル錠５ｍｇ,1179,41,F,3,2,8,５ｍｇ１錠,先発,False
961,1179041F3141,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ケミファ」,1179,41,F,3,14,1,５ｍｇ１錠,後発,False
962,1179041F3168,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「サンド」,1179,41,F,3,16,8,５ｍｇ１錠,後発,False
963,1179041F3176,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「タカタ」,1179,41,F,3,17,6,５ｍｇ１錠,後発,False
964,1179041F3184,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「タナベ」,1179,41,F,3,18,4,５ｍｇ１錠,後発,False
965,1179041F3214,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「日新」,1179,41,F,3,21,4,５ｍｇ１錠,後発,False
966,1179041F3370,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ニプロ」,1179,41,F,3,37,0,５ｍｇ１錠,後発,False
967,1179041F4024,パロキセチン塩酸塩水和物,パロキセチンＯＤ錠１０ｍｇ「トーワ」,1179,41,F,4,2,4,１０ｍｇ１錠,後発,False
968,1179041F5020,パロキセチン塩酸塩水和物,パロキセチンＯＤ錠２０ｍｇ「トーワ」,1179,41,F,5,2,0,２０ｍｇ１錠,後発,False
969,1179041F6027,パロキセチン塩酸塩水和物,パロキセチンＯＤ錠５ｍｇ「トーワ」,1179,41,F,6,2,7,５ｍｇ１錠,後発,False
970,1179041G1020,パロキセチン塩酸塩水和物,パキシルＣＲ錠１２．５ｍｇ,1179,41,G,1,2,0,１２．５ｍｇ１錠,先発,False
971,1179041G2027,パロキセチン塩酸塩水和物,パキシルＣＲ錠２５ｍｇ,1179,41,G,2,2,7,２５ｍｇ１錠,先発,False
972,1179041G3023,パロキセチン塩酸塩水和物,パキシルＣＲ錠６．２５ｍｇ,1179,41,G,3,2,3,６．２５ｍｇ１錠,先発,False
973,1179042C1023,クエチアピンフマル酸塩,セロクエル細粒５０％,1179,42,C,1,2,3,５０％１ｇ,先発,False
974,1179042C1040,クエチアピンフマル酸塩,クエチアピン細粒５０％「アメル」,1179,42,C,1,4,0,５０％１ｇ,後発,False
975,1179042C1058,クエチアピンフマル酸塩,クエチアピン細粒５０％「サワイ」,1179,42,C,1,5,8,５０％１ｇ,後発,False
976,1179042C1066,クエチアピンフマル酸塩,クエチアピン細粒５０％「三和」,1179,42,C,1,6,6,５０％１ｇ,後発,False
977,1179042C1082,クエチアピンフマル酸塩,クエチアピン細粒５０％「トーワ」,1179,42,C,1,8,2,５０％１ｇ,後発,False
978,1179042C1090,クエチアピンフマル酸塩,クエチアピン細粒５０％「ヨシトミ」,1179,42,C,1,9,0,５０％１ｇ,後発,False
979,1179042C1120,クエチアピンフマル酸塩,クエチアピン細粒５０％「ＮＩＧ」,1179,42,C,1,12,0,５０％１ｇ,後発,False
980,1179042C1139,クエチアピンフマル酸塩,クエチアピン細粒５０％「タカタ」,1179,42,C,1,13,9,５０％１ｇ,後発,False
981,1179042C2020,クエチアピンフマル酸塩,クエチアピン細粒１０％「アメル」,1179,42,C,2,2,0,１０％１ｇ,後発,False
982,1179042F1011,クエチアピンフマル酸塩,クエチアピンフマル酸塩２５ｍｇ錠,1179,42,F,1,1,1,２５ｍｇ１錠,後発,False
983,1179042F1020,クエチアピンフマル酸塩,セロクエル２５ｍｇ錠,1179,42,F,1,2,0,２５ｍｇ１錠,先発,False
984,1179042F2026,クエチアピンフマル酸塩,セロクエル１００ｍｇ錠,1179,42,F,2,2,6,１００ｍｇ１錠,先発,False
985,1179042F2042,クエチアピンフマル酸塩,クエチアピン錠１００ｍｇ「ＤＳＥＰ」,1179,42,F,2,4,2,１００ｍｇ１錠,後発,False
986,1179042F2069,クエチアピンフマル酸塩,クエチアピン錠１００ｍｇ「ＦＦＰ」,1179,42,F,2,6,9,１００ｍｇ１錠,後発,False
987,1179042F2077,クエチアピンフマル酸塩,クエチアピン錠１００ｍｇ「ＪＧ」,1179,42,F,2,7,7,１００ｍｇ１錠,後発,False
988,1179042F2107,クエチアピンフマル酸塩,クエチアピン錠１００ｍｇ「アメル」,1179,42,F,2,10,7,１００ｍｇ１錠,後発,False
989,1179042F2123,クエチアピンフマル酸塩,クエチアピン錠１００ｍｇ「サンド」,1179,42,F,2,12,3,１００ｍｇ１錠,後発,False
990,1179042F2131,クエチアピンフマル酸塩,クエチアピン錠１００ｍｇ「三和」,1179,42,F,2,13,1,１００ｍｇ１錠,後発,False
